,Company(Maker),Specific_Bean_Origin_or_Bar_Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad Bean_Origin,Quality,Review_Year
739,Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70.0,Denmark,3.25,Missing,Nicaragua,Average,8.0
740,Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,70.0,Denmark,3.5,Missing,Nicaragua,Average,8.0
741,Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70.0,Denmark,3.25,Criollo,Nicaragua,Average,7.0
742,Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70.0,Denmark,3.25,Trinitario,Nicaragua,Average,7.0
743,Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70.0,Denmark,3.25,Criollo,Honduras,Average,7.0
744,Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70.0,Denmark,3.25,Trinitario,Honduras,Average,7.0
745,Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70.0,Denmark,3.25,Criollo,Nicaragua,Average,7.0
746,Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70.0,Denmark,3.25,Trinitario,Nicaragua,Average,7.0
747,Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,70.0,Denmark,3.75,Missing,Nicaragua,Above Average,7.0
748,Friis Holm (Bonnat),"Johe, Xoco",623,2011,70.0,Denmark,3.25,Criollo,Nicaragua,Average,6.0
749,Friis Holm (Bonnat),"Johe, Xoco",623,2011,70.0,Denmark,3.25,Trinitario,Nicaragua,Average,6.0
750,Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70.0,Denmark,3.5,Criollo,Nicaragua,Average,6.0
751,Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70.0,Denmark,3.5,Trinitario,Nicaragua,Average,6.0
752,Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70.0,Denmark,3.5,Criollo,Nicaragua,Average,6.0
753,Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70.0,Denmark,3.5,Trinitario,Nicaragua,Average,6.0
754,Fruition,"Wild Bolivian, Batch 2",1780,2016,74.0,United States,3.75,Beniano,Bolivia,Above Average,11.0
755,Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74.0,United States,4.0,Amazon mix,Costa Rica,Above Average,11.0
756,Fruition,Gran Couva,1347,2014,70.0,United States,3.75,Trinitario,Trinidad,Above Average,9.0
757,Fruition,Maranon,1359,2014,76.0,United States,3.0,Forastero (Nacional),Peru,Average,9.0
758,Fruition,La Red,1046,2013,70.0,United States,3.75,Missing,Dominican Republic,Above Average,8.0
759,Fruition,Camino Verde,1185,2013,75.0,United States,3.0,Missing,Ecuador,Average,8.0
760,Fruition,Peru,863,2012,70.0,United States,2.5,Missing,Peru,Below Average,7.0
761,Fruition,Signature Blend,753,2011,66.0,United States,3.25,Trinitario,Costa Rica,Average,6.0
762,Fruition,Costa Rica,781,2011,70.0,United States,3.0,Missing,Costa Rica,Average,6.0
763,Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85.0,United States,2.5,Blend,United States,Below Average,9.0
764,Georgia Ramon,Akesson P.,1642,2015,65.0,Germany,3.25,Trinitario,Madagascar,Average,10.0
765,Georgia Ramon,ABOCFA Coop,1642,2015,70.0,Germany,4.0,Forastero,Ghana,Above Average,10.0
766,Georgia Ramon,Conacado Coop,1646,2015,70.0,Germany,3.5,Trinitario,Dominican Republic,Average,10.0
767,Georgia Ramon,Conacado Coop,1646,2015,80.0,Germany,3.5,Trinitario,Dominican Republic,Average,10.0
768,Georgia Ramon,Akesson P.,1646,2015,75.0,Germany,3.5,Trinitario,Madagascar,Average,10.0
769,Glennmade,"Toledo District, 2015 Harvest",1848,2016,70.0,United States,3.5,Missing,Belize,Average,11.0
770,Glennmade,Bahia,1672,2015,66.0,United States,3.0,Trinitario,Brazil,Average,10.0
771,Glennmade,Bahia,1672,2015,66.0,United States,3.0,Forastero,Brazil,Average,10.0
772,Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,77.0,United States,2.75,Missing,Mexico,Below Average,11.0
773,Goodnow Farms,"El Carmen, batch 1003",1924,2016,77.0,United States,3.25,Missing,Nicaragua,Average,11.0
774,Goodnow Farms,"Asochivite, batch 1005",1924,2016,77.0,United States,3.25,Missing,Guatemala,Average,11.0
775,Grand Place,"Ben Tre, Dong Nai",741,2011,72.0,Vietnam,3.0,Trinitario,Vietnam,Average,6.0
776,Green & Black's (ICAM),Dark,15,2006,70.0,United Kingdom,2.5,Missing,Missing,Below Average,1.0
777,Green Bean to Bar,Madagascar,1896,2016,70.0,Japan,3.5,Missing,Madagascar,Average,11.0
778,Grenada Chocolate Co.,Grenada,494,2010,82.0,Grenada,3.25,Trinitario,Grenada,Average,5.0
779,Grenada Chocolate Co.,Grenada,363,2009,60.0,Grenada,2.75,Trinitario,Grenada,Below Average,4.0
780,Grenada Chocolate Co.,Grenada,241,2008,71.0,Grenada,2.5,Trinitario,Grenada,Below Average,3.0
781,Guido Castagna,Arriba,355,2009,64.0,Italy,3.0,Forastero (Arriba) ASS,Ecuador,Average,4.0
782,Guido Castagna,Ghana,355,2009,64.0,Italy,3.0,Forastero,Ghana,Average,4.0
783,Guido Castagna,Trinidad & Tobago,355,2009,64.0,Italy,3.0,Missing,Trinidad,Average,4.0
784,Guido Castagna,Trinidad & Tobago,355,2009,64.0,Italy,3.0,Missing,Tobago,Average,4.0
785,Guido Castagna,Lacri Blend,355,2009,76.0,Italy,3.0,Missing,Venezuela,Average,4.0
786,Guido Castagna,Blend,355,2009,64.0,Italy,3.25,Missing,Venezula,Average,4.0
787,Guido Castagna,Blend,355,2009,64.0,Italy,3.25,Missing,Trinidad,Average,4.0
788,Guido Castagna,Blend,355,2009,64.0,Italy,3.25,Missing,Ecuador,Average,4.0
789,Guittard,"Epique, Blend No. 49",1602,2015,70.0,United States,3.75,Missing,Missing,Above Average,10.0
790,Guittard,Haiti,1053,2013,65.0,United States,2.75,Missing,Haiti,Below Average,8.0
791,Guittard,Nicaragua,1053,2013,65.0,United States,2.75,Missing,Nicaragua,Below Average,8.0
792,Guittard,Jamaica,1053,2013,65.0,United States,3.25,Trinitario,Jamaica,Average,8.0
793,Guittard,Ecuador,1053,2013,65.0,United States,3.5,Missing,Ecuador,Average,8.0
794,Guittard,Coucher du Soleil,654,2011,72.0,United States,2.75,Missing,Missing,Below Average,6.0
795,Guittard,Lever du Soleil,654,2011,61.0,United States,3.25,Missing,Missing,Average,6.0
796,Guittard,Onyx,654,2011,72.0,United States,3.25,Missing,Missing,Average,6.0
797,Guittard,Trinidad,552,2010,65.0,United States,3.0,Trinitario,Trinidad,Average,5.0
798,Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55.0,United States,3.0,Missing,United States,Average,4.0
799,Guittard,Nocturne,387,2009,91.0,United States,3.0,Missing,Missing,Average,4.0
800,Guittard,Complexite,387,2009,70.0,United States,3.5,Blend,Missing,Average,4.0
801,Guittard,Machu Pichu,259,2008,65.0,United States,3.0,Missing,Peru,Average,3.0
802,Guittard,Special Maker Reserve,276,2008,64.0,United States,3.0,Missing,Missing,Average,3.0
803,Guittard,Ocumare,276,2008,65.0,United States,3.5,Missing,Venezuela,Average,3.0
804,Guittard,Quetzalcoatl,147,2007,72.0,United States,3.5,Blend,Missing,Average,2.0
805,Guittard,Chucuri,15,2006,65.0,United States,3.0,Trinitario,Colombia,Average,1.0
806,Guittard,Sur del Lago,87,2006,65.0,United States,2.5,Trinitario,Venezuela,Below Average,1.0
807,Guittard,Sur del Lago,87,2006,65.0,United States,2.5,Criollo,Venezuela,Below Average,1.0
808,Guittard,"Sambirano, Ambanja",87,2006,65.0,United States,3.5,Criollo,Madagascar,Average,1.0
809,Guittard,"Sambirano, Ambanja",87,2006,65.0,United States,3.5,+,Madagascar,Average,1.0
810,Guittard,"Los Rios, Quevedo",93,2006,65.0,United States,3.5,Forastero (Arriba),Ecuador,Average,1.0
811,Guittard,Tsaranta,93,2006,61.0,United States,3.5,Blend,Missing,Average,1.0
812,Guittard,Semisweet,99,2006,61.0,United States,3.0,Blend,Missing,Average,1.0
813,Habitual,Papua New Guinea,1197,2014,80.0,Canada,2.75,Missing,Papua New Guinea,Below Average,9.0
814,Habitual,Campesino w/ nibs,1197,2014,74.0,Canada,2.75,Missing,Missing,Below Average,9.0
815,Habitual,Dominican Republic,1197,2014,75.0,Canada,3.25,Missing,Dominican Republic,Average,9.0
816,Habitual,Trinitario,1197,2014,70.0,Canada,3.5,Trinitario,Missing,Average,9.0
817,Habitual,Downtown London,1201,2014,65.0,Canada,2.75,Missing,Missing,Below Average,9.0
818,Habitual,Africa meets Latina,1201,2014,70.0,Canada,3.0,Missing,Missing,Average,9.0
819,Habitual,Amazonas,1201,2014,80.0,Canada,3.0,Missing,Missing,Average,9.0
820,Habitual,Sharkey,1201,2014,66.0,Canada,3.25,Missing,United States,Average,9.0
821,Habitual,one hundred,1205,2014,100.0,Canada,2.0,Missing,Missing,Below Average,9.0
822,Hachez,Arriba,166,2007,77.0,Germany,2.5,Forastero (Arriba),Ecuador,Below Average,2.0
823,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55.0,Ecuador,2.75,Trinitario,Ecuador,Below Average,9.0
824,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70.0,Ecuador,3.0,Trinitario,Ecuador,Average,9.0
825,Haigh,South America and Africa,701,2011,70.0,Australia,3.0,Missing,South America,Average,6.0
826,Haigh,South America and Africa,701,2011,70.0,Australia,3.0,Missing,Africa,Average,6.0
827,Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85.0,United States,3.25,Missing,Brazil,Average,11.0
828,Harper Macaw,Brazil Blend,1696,2015,67.0,United States,3.0,Missing,Brazil,Average,10.0
829,Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,77.0,United States,3.5,Missing,Brazil,Average,10.0
830,Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,74.0,United States,3.5,Missing,Brazil,Average,10.0
831,Heilemann,Peru,1876,2016,64.0,Germany,2.75,Missing,Peru,Below Average,11.0
832,Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70.0,United States,3.25,Amazon,Belize,Average,11.0
833,Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74.0,United States,3.5,Amazon mix,Costa Rica,Average,11.0
834,Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67.0,United States,3.5,Amazon,Bolivia,Average,9.0
835,Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67.0,United States,3.5,ICS,Bolivia,Average,9.0
836,Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67.0,United States,3.0,Beniano,Bolivia,Average,9.0
837,Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67.0,United States,3.75,EET,Ecuador,Above Average,9.0
838,Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67.0,United States,3.75,Missing,United States,Above Average,9.0
839,Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72.0,United States,3.5,Missing,United States,Average,11.0
840,Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70.0,United States,3.5,EET,Ecuador,Average,11.0
841,Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77.0,United States,3.5,EET,Ecuador,Average,11.0
842,Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68.0,United States,3.75,Amazon,Bolivia,Above Average,11.0
843,Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68.0,United States,3.75,ICS,Bolivia,Above Average,11.0
844,Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72.0,United States,4.0,Beniano,Bolivia,Above Average,11.0
845,hello cocoa,Uganda,1458,2015,57.0,United States,2.75,Forastero,Uganda,Below Average,10.0
846,hello cocoa,Venezuela,1462,2015,74.0,United States,3.5,Criollo,Venezuela,Average,10.0
847,hexx,Tanzania,1546,2015,70.0,United States,2.75,Missing,Tanzania,Below Average,10.0
848,hexx,Madagascar,1546,2015,74.0,United States,3.0,Trinitario,Madagascar,Average,10.0
849,hexx,Venezuela,1546,2015,70.0,United States,3.0,Missing,Venezuela,Average,10.0
850,hexx,Ecuador,1550,2015,73.0,United States,3.25,Missing,Ecuador,Average,10.0
851,hexx,Peru,1550,2015,70.0,United States,3.25,Missing,Peru,Average,10.0
852,Hogarth,Akesson's Estate,1712,2016,70.0,New Zealand,2.75,Trinitario,Madagascar,Below Average,11.0
853,Hogarth,Carenero Superior,1712,2016,72.0,New Zealand,2.75,Trinitario,Venezuela,Below Average,11.0
854,Hogarth,Conacado,1712,2016,75.0,New Zealand,3.25,Trinitario,Dominican Republic,Average,11.0
855,Hogarth,Gran Blanco,1712,2016,66.0,New Zealand,3.5,Criollo,Peru,Average,11.0
856,Hoja Verde (Tulicorp),Arriba,414,2009,80.0,Ecuador,2.0,Forastero (Arriba) ASS,Ecuador,Below Average,4.0
857,Hoja Verde (Tulicorp),Manabi,414,2009,80.0,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador,Below Average,4.0
858,Hoja Verde (Tulicorp),Arriba,414,2009,72.0,Ecuador,3.0,Forastero (Arriba) ASS,Ecuador,Average,4.0
859,Hoja Verde (Tulicorp),Arriba,414,2009,58.0,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador,Average,4.0
860,Hoja Verde (Tulicorp),Manabi,414,2009,58.0,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador,Average,4.0
861,Holy Cacao,Maranon,1872,2016,70.0,Israel,2.75,Missing,Peru,Below Average,11.0
862,Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,70.0,Israel,3.5,Missing,Ecuador,Average,10.0
863,Holy Cacao,Sambirano,1466,2015,70.0,Israel,3.5,Trinitario,Madagascar,Average,10.0
864,Holy Cacao,Gran Couva,1466,2015,70.0,Israel,3.5,Trinitario,Trinidad,Average,10.0
865,Holy Cacao,Mara,1466,2015,70.0,Israel,3.5,Missing,Venezuela,Average,10.0
866,Holy Cacao,Ivory Coast,431,2009,70.0,Israel,2.5,Missing,Ivory Coast,Below Average,4.0
867,Holy Cacao,Hispaniola,431,2009,70.0,Israel,2.75,Missing,Dominican Republic,Below Average,4.0
868,Holy Cacao,San Martin,431,2009,70.0,Israel,3.5,Missing,Peru,Average,4.0
869,Holy Cacao,Hispaniola w/ nibs,431,2009,75.0,Israel,3.75,Missing,Dominican Republic,Above Average,4.0
870,Honest,"Ecuador, w/ nibs",1327,2014,72.0,South Africa,2.5,Missing,Ecuador,Below Average,9.0
871,Hotel Chocolat,"Pepiniere, single Cote",1654,2015,70.0,United Kingdom,2.75,Missing,St. Lucia,Below Average,10.0
872,Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,70.0,United Kingdom,4.0,Trinitario,St. Lucia,Above Average,8.0
873,Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,100.0,United Kingdom,1.75,Trinitario,St. Lucia,Below Average,8.0
874,Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75.0,United Kingdom,3.0,Trinitario,Trinidad,Average,8.0
875,Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,80.0,United Kingdom,3.5,Trinitario,Vietnam,Average,8.0
876,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,90.0,United Kingdom,3.0,Forastero (Nacional),Ecuador,Average,8.0
877,Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,72.0,United Kingdom,3.0,Trinitario,Madagascar,Average,8.0
878,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,82.0,United Kingdom,3.5,Forastero (Nacional),Ecuador,Average,8.0
879,Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100.0,United Kingdom,2.75,Missing,Peru,Below Average,8.0
880,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100.0,United Kingdom,2.5,Forastero (Nacional),Ecuador,Below Average,8.0
881,Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,100.0,United Kingdom,2.75,Missing,Dominican Republic,Below Average,8.0
882,Hotel Chocolat (Coppeneur),Sambirano,809,2012,66.0,United Kingdom,3.5,Trinitario,Madagascar,Average,7.0
883,Hotel Chocolat (Coppeneur),Sambirano,809,2012,66.0,United Kingdom,3.5,Criollo,Madagascar,Average,7.0
884,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,80.0,United Kingdom,3.0,Forastero (Nacional),Ecuador,Average,6.0
885,Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65.0,United Kingdom,3.0,Trinitario,St. Lucia,Average,6.0
886,Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65.0,United Kingdom,3.25,Trinitario,St. Lucia,Average,6.0
887,Hotel Chocolat (Coppeneur),Ecuador,552,2010,70.0,United Kingdom,2.75,Missing,Ecuador,Below Average,5.0
888,Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,70.0,United Kingdom,3.0,Missing,Dominican Republic,Average,5.0
889,Hotel Chocolat (Coppeneur),Chuao,600,2010,70.0,United Kingdom,2.75,Trinitario,Venezuela,Below Average,5.0
890,Hotel Chocolat (Coppeneur),St. Lucia,245,2008,72.0,United Kingdom,3.0,Missing,St. Lucia,Average,3.0
891,Hotel Chocolat (Coppeneur),Uganda,296,2008,80.0,United Kingdom,2.5,Forastero,Uganda,Below Average,3.0
892,Hotel Chocolat (Coppeneur),Tanzania,296,2008,75.0,United Kingdom,2.75,Missing,Tanzania,Below Average,3.0
893,Hotel Chocolat (Coppeneur),Uba Budo,300,2008,72.0,United Kingdom,3.0,Forastero,Sao Tome,Average,3.0
894,Hummingbird,Lam Dong,1542,2015,70.0,Canada,3.5,Trinitario,Vietnam,Average,10.0
895,Hummingbird,Bolivia,1307,2014,70.0,Canada,3.0,Criollo,Bolivia,Average,9.0
896,Hummingbird,Bolivia,1307,2014,70.0,Canada,3.0,Trinitario,Bolivia,Average,9.0
897,Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70.0,Canada,3.0,Criollo,Bolivia,Average,9.0
898,Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70.0,Canada,3.0,Trinitario,Bolivia,Average,9.0
899,Hummingbird,Momotombo,1311,2014,70.0,Canada,3.0,Trinitario,Nicaragua,Average,9.0
900,Hummingbird,Hispaniola,1311,2014,70.0,Canada,3.75,Trinitario,Dominican Republic,Above Average,9.0
901,Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,70.0,Canada,3.5,Missing,Dominican Republic,Average,9.0
902,Hummingbird,"Ocumare, Cumboto",1097,2013,70.0,Canada,3.25,Trinitario,Venezuela,Average,8.0
903,Hummingbird,"Ocumare, Cumboto",1097,2013,70.0,Canada,3.25,Criollo,Venezuela,Average,8.0
904,Hummingbird,Amazonas,1097,2013,70.0,Canada,3.75,Forastero,Venezuela,Above Average,8.0
905,Idilio (Felchlin),"Chuao, Venezuela",1085,2013,72.0,Switzerland,3.75,Trinitario,Venezuela,Above Average,8.0
906,Idilio (Felchlin),Coopertiva Amazona,725,2011,72.0,Switzerland,3.75,Criollo,Venezuela,Above Average,6.0
907,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72.0,Switzerland,3.75,Missing,Venezuela,Above Average,6.0
908,Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72.0,Switzerland,3.25,Criollo,Venezuela,Average,6.0
909,Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,72.0,Switzerland,3.75,Criollo,Venezuela,Above Average,6.0
910,Idilio (Felchlin),"Porcelana, Zulia",733,2011,74.0,Switzerland,4.0,Criollo,Venezuela,Above Average,6.0
911,Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72.0,Switzerland,3.5,Criollo,Venezuela,Average,6.0
912,Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,70.0,Switzerland,4.0,Trinitario,Venezuela,Above Average,6.0
913,Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,72.0,Switzerland,4.0,Criollo,Venezuela,Above Average,6.0
914,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72.0,Switzerland,4.0,Missing,Venezuela,Above Average,6.0
915,Indah,India (south),1788,2016,61.0,India,2.5,Missing,India,Below Average,11.0
916,Indaphoria,La Red,821,2012,70.0,United States,3.25,Missing,Dominican Republic,Average,7.0
917,Indaphoria,"Conacado, Manifesto",907,2012,70.0,United States,2.75,Missing,Dominican Republic,Below Average,7.0
918,Indi,Honduras,1255,2014,77.0,United States,3.0,Missing,Honduras,Average,9.0
919,iQ Chocolate,"Satipo region, white label",943,2012,72.0,Scotland,2.75,Criollo,Peru,Below Average,7.0
920,iQ Chocolate,black label,943,2012,72.0,Scotland,3.0,Missing,Peru,Average,7.0
921,Isidro,Madagascar,1275,2014,72.0,United States,3.5,Trinitario,Madagascar,Average,9.0
922,Isidro,Peru,1279,2014,72.0,United States,2.25,Missing,Peru,Below Average,9.0
923,Isidro,Belize,1279,2014,72.0,United States,3.25,Trinitario,Belize,Average,9.0
924,Isidro,Dominican Republic,1279,2014,72.0,United States,3.25,Missing,Dominican Republic,Average,9.0
925,Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,70.0,United States,3.5,Trinitario,Belize,Average,10.0
926,Izard,"Elvesia P., Batch 32",1546,2015,70.0,United States,2.75,Missing,Dominican Republic,Below Average,10.0
927,Jacque Torres,Trinatario Treasure,5,2006,71.0,United States,2.0,Trinitario,Ghana,Below Average,1.0
928,Jordis,Madagascar,1534,2015,63.0,Czech Republic,2.75,Trinitario,Madagascar,Below Average,10.0
929,Just Good Chocolate,Belize,1375,2014,70.0,United States,3.5,Trinitario,Belize,Average,9.0
930,Just Good Chocolate,Madagascar,1375,2014,70.0,United States,3.5,Trinitario,Madagascar,Average,9.0
931,Just Good Chocolate,Peru,1375,2014,70.0,United States,4.0,Missing,Peru,Above Average,9.0
932,Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70.0,Dominican Republic,3.5,Missing,Dominican Republic,Average,8.0
933,Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,82.0,Dominican Republic,3.0,Missing,Dominican Republic,Average,8.0
934,Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,55.0,Dominican Republic,3.25,Missing,Dominican Republic,Average,8.0
935,Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,62.0,Dominican Republic,3.25,Missing,Dominican Republic,Average,8.0
936,Kakao,Peru,837,2012,64.0,Germany,2.5,Missing,Peru,Below Average,7.0
